"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"グラウンドで射的をやってるんだ。/今から行こうと思ってな。","They're doing target shooting on grounds./Thinking of going now.","Portrait: !p0600!e00","","57","57","0"
"キミの表情は、/面白いように変わるね。/見ていて飽きないよ。","Your expressions change interestingly./Never boring to watch.","Portrait: !p0301!e00","","58","56","0"
"ガイコツじゃないわ。/人体の骨格標本よ。/生物とか保健の授業で見た事あるでしょ？","Not a skeleton./It's a human skeleton model./Seen them in biology, right?","Portrait: !p1400!e00","","78","69","0"
"ケガのせいで、/キーパーができなくなって、/俺は、フォワードに転向したよな。","Because of injury,/I couldn't be keeper anymore,/so I switched to forward.","Portrait: !p0600!e00","","74","69","0"
"クッ……/貴様に聞いた私が愚かだった。/反省の時間が必要だ……","Tch.../I was foolish to ask you./I need time to reflect...","Portrait: !p1603!e00","","60","55","0"
"オマエのその答えが正しいのか、/もう一度見て回って考えてこい！/じゃあな！！","Is your answer correct,/go look around again and think!/See ya!!","Portrait: !p2000!e00","","74","60","0"
"オレみたいに繊細な精神の持ち主には、/こういう「癒し」が必要なワケよ！/わかる？","For someone sensitive like me,/this kind of 'healing' is necessary!/Get it?","Portrait: !p1001!e00","","78","73","0"
"ガハハ！　そういうことじゃ！/!0さんも、/ちゃんこ鍋を食ってけ！","Gahaha! That's how it is!/!0-san too,/eat some chanko!","Portrait: !p1201!e00","","62","52","0"
"ガハハ！　そういうことじゃ！/!0も、/ちゃんこ鍋を食ってけ！","Gahaha! That's how it is!/!0 too,/eat some chanko!","Portrait: !p1201!e00","","58","47","0"
"クラスの展示/出店の食べ物/客の反応","Class display/Shop food/Reactions","Portrait: !pffff!e00","","34","31","0"
"クンクン……。/なんだか、お鍋のいいにおいがする……。","Sniff sniff.../Something smells good like hot pot...","Portrait: !p0000!e00","","53","48","0"
"クンクン……。/なんだか、鍋のいいにおいがするな……。","Sniff sniff.../Something smells good like hot pot...","Portrait: !p0000!e00","","53","48","0"
"ガンマニアとしては、/見過ごせないイベントだからな。/腕が鳴るぜ……。","As a gun maniac,/can't ignore this event./My arms are itching...","Portrait: !p0600!e00","","68","61","0"
"ゲーム中に確認したいときは、/ＭＡＰモードで、マスの説明を見てね。","When checking in game,/use MAP mode to see descriptions.","Portrait: !p1800!e00","","65","51","0"
