"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"!c03ジャスキャラ!c07と同じマスに止まると、/イベントが発生するわ。/イベントの内容に応じて!c00友好度!c07が上がるわ。","Land on a !c03Justice char's!c07 /space to trigger events. /!c00Friendship!c07 rises based on it.","Portrait: !p1800!e00","","114","92","0"
"!c03ジャスキャラ!c07や、/他のプレイヤーがいる場合は/イベントや戦闘が起こるわ。","If !c03Justice chars!c07 or /other players are there, /events and battles occur.","Color-coded menu/UI text","","78","77","0"
"!c03ジャスキャラ!c07を!c05パートナー!c07に/すると、有利に戦闘することができるわよ。/いろいろ試してみてね。","Making !c03Justice chars!c07 /your !c05Partner!c07 helps in battle. /Try different combos!","Color-coded menu/UI text","","106","85","0"
"!c03『熱血気合砲』!c07を覚えた！","Learned !c03'Blazing Spirit Cannon'!c07!","Color-coded menu/UI text","","32","32","0"
"!c03ジャスキャラ!c07には、/近づかない方がいいわよ。/!c00友好度!c07が下がることもあるし。","You may want to avoid some /!c03Justice chars!c07. /!c00Friendship!c07 can drop.","Color-coded menu/UI text","","88","76","0"
"!c03『島津流　双龍正波拳』!c07を覚えた！","Learned !c03'Shimazu Twin Dragon Wave'!c07!","Color-coded menu/UI text","","40","40","0"
"!c03４人目!c07の学園祭参加申込書を提出してね。","Submit !c034th player!c07's /festival entry form.","Portrait: !p0100!e00","","46","46","0"
"!c03『協奏連撃蹴』!c07を覚えた！","Learned !c03'Concerto Combo Kick'!c07!","Color-coded menu/UI text","","32","32","0"
"!c03『霧嶋流　十文字殺法』!c07を覚えた！","Learned !c03'Kirishima Cross Kill'!c07!","Color-coded menu/UI text","","40","34","0"
"!c03ジャスキャラ!c07について/説明するわね。","I'll explain about /!c03Justice characters!c07.","Color-coded menu/UI text","","43","43","0"
"!c03『活火山』!c07を覚えた！","Learned !c03'Active Volcano'!c07!","Color-coded menu/UI text","","28","28","0"
"!c03『究極の矯正術』!c07を覚えた！","Learned !c03'Ultimate Correction'!c07!","Color-coded menu/UI text","","34","34","0"
"!c03ジャスキャラ!c07からもらったりも/できるみたいね。","You can also get them /from !c03Justice chars!c07.","Color-coded menu/UI text","","53","50","0"
"!c03ジャスキャラ!c07に/教えてもらうことも可能よ。","You can also learn /from !c03Justice chars!c07.","Color-coded menu/UI text","","49","44","0"
"!c03潜在能力!c07が/１０上がった！","!c03Potential!c07 /rose by 10!","Color-coded menu/UI text","","33","26","0"
"!c03『ダブル気合弾』!c07を覚えた！","Learned !c03'Double Spirit Shot'!c07!","Color-coded menu/UI text","","34","34","0"
"!c03『残酷斬』!c07を覚えた！","Learned !c03'Cruel Slash'!c07!","Color-coded menu/UI text","","28","26","0"
"!c03『血゛獄』!c07を覚えた！","Learned !c03'Bloody Hell'!c07!","Color-coded menu/UI text","","28","26","0"
"!c03ジャスキャラ!c07を!c05パートナー!c07にすると、/毎ターン、!c00友好度!c07が上がっていくし、/戦闘時に力になってくれるわよ。","With a !c03Justice char!c07 as /!c05Partner!c07, !c00Friendship!c07 /grows each turn and helps in fights.","Portrait: !p1800!e00","","124","95","0"
"!c03潜在能力!c07が８下がった！","!c03Potential!c07 fell by 8!","Color-coded menu/UI text","","30","26","0"
"!c03『男の中の男』!c07を覚えた！","Learned !c03'Man Among Men'!c07!","Color-coded menu/UI text","","32","30","0"
"!c03パラメータ!c07の合計が!0増えた！","Total !c03stats!c07 up by !0!","Portrait: !pffff!e00","","36","27","0"
"!c03パラメータ!c07の合計が!0減った！","Total !c03stats!c07 down by !0!","Portrait: !pffff!e00","","36","29","0"
"!c03根性!c07が１０上がった！","!c03GUTS!c07 rose by 10!","Color-coded menu/UI text","","28","22","0"
"!c03根性!c07が８下がった！","!c03GUTS!c07 fell by 8!","Color-coded menu/UI text","","26","20","0"
"!c03知力!c07が１０上がった！","!c03INT!c07 rose by 10!","Color-coded menu/UI text","","28","21","0"
"!c03知力!c07が８下がった！","!c03INT!c07 fell by 8!","Color-coded menu/UI text","","26","19","0"
