"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"ももちゃん！/屋上で何してるの？","Momo-chan ! /What're you doing on the roof?","Portrait: !p0000!e00","","31","43","12"
"ももちゃん！/どこ行くの？","Momo-chan ! /Where're you going?","Portrait: !p0000!e00","","25","32","7"
"やぁ、!0。/疲れただろう。","Hey,  !0. /You must be tired.","Portrait: !p0701!e00","","25","29","4"
"もちろん！　大盛りだ！","Of course ! Extra-large !","Portrait: !p0000!e00","","22","25","3"
"もも、怒らないから/ホントのことを教えて。","Momo, I won't get mad,/so tell me the truth.","Portrait: !p0000!e00","","41","44","3"
"やぁ、!0。/やっと来たな。","Hey,  !0. /You finally came.","Portrait: !p0700!e00","","25","28","3"
"やぁ、!0。/相撲部恒例のちゃんこ鍋だよ。","Hey,  !0. /Sumo club's traditional chanko.","Portrait: !p3000!e00","","39","42","3"
"やぁ、ロイ。/暇そうね。","Hey, Roy. /You look bored.","Portrait: !p0000!e00","","23","26","3"
"やったぁ！/作戦成功ぉっ！","Yes ! /Operation successful!","Portrait: !p0000!e00","","25","28","3"
"もちろん！","Of course !","Portrait: !p1100!e00","","10","11","1"
"もちろん！/女子校に行ったから弱くなったなんて、/醍醐兄さんにいえないもの。","Of course ! /Can't tell Daigo-nii I got weaker/from going to girls' school.","Portrait: !p1101!e00","","74","75","1"
"もちろん！　大盛りだよ！","Of course ! Extra-large !","Portrait: !p0000!e00","","24","25","1"
