"japanese","english","context","notes","jp_bytes","en_bytes","overflow"
"フフ……、/鏡の前にいる私。/つまり、人前では外さないのよ。","Hehe.../me in front of mirror./I don't take it off in public.","Portrait: !p1401!e00","","58","56","0"
"フ……まさかこの私が、/誰かの支えを心地よく感じるとはな。","Hmph... I never thought/I'd feel comfortable relying on someone.","Portrait: !p1602!e00","","57","62","5"
"フフフ……。/そうよ、岩クン！","Hehehe.../that's right, Iwa-kun!","Portrait: !p3101!e00","","29","31","2"
"フフ……!0、/ナニ企んでマスか〜？","Hehe... !0,/what are you planning~?","Portrait: !p0801!e00","","33","35","2"
"パラメータや技表を確認する画面を/表示します","Display screen to check/parameters and moves","Portrait: !pffff!e00","","43","42","0"
"フッ……まぁよかろう。/貴様の考えは承知した。","Hmph... very well./I acknowledge your thinking.","Portrait: !p1601!e00","","45","45","0"
"フッ、/貴様ごときにそれが可能かな？/あいまみえた時には容赦せんぞ。","Hmph,/is that possible for you?/When we meet, I won't show mercy.","Portrait: !p1603!e00","","66","64","0"
"フッ、誤解するなよ。/学園祭の主役は、あくまでオマエたちだ！/俺たちは、常に裏方なのさ。","Hmph, don't misunderstand./Festival's stars are you all!/We're always behind scenes.","Portrait: !p2001!e00","","86","82","0"
"バレー部の部室にいると、/たまに、ドンドンと/壁を叩く音がするのよね。","When in volleyball club room,/sometimes there's banging on the wall.","Portrait: !p0503!e00","","68","63","0"
"ヒントは、/プールでやるってことと、/流が気に入っているものってことだ。","The hint is,/it's done at the pool, and/it's something Nagare likes.","Portrait: !p2700!e00","","70","64","0"
"ピンポンパンポ〜ン！","Ding dong dang dong~!","Portrait: !pffff!e00","","20","20","0"
"フッ……/頼もしくなったな、お前も。","Hmph.../you've become reliable too.","Portrait: !p1901!e00","","35","35","0"
"フフッ、競争は遠慮するわ。/でも……ありがとうね、!0君。","Hehe, I'll pass on competition./But... thanks, !0-kun.","Portrait: !p1801!e00","","55","52","0"
"フフフ……、/そうだね！","Hehehe.../that's right!","Portrait: !p0000!e00","","23","21","0"
"フフフ……。/「ラテンの血が騒ぐ！」ってやつだね。","Hehehe.../As they say, 'Latin blood stirs!'","Portrait: !p0000!e00","","49","40","0"
"フフフ……。/そうだね。","Hehehe.../that's right.","Portrait: !p0000!e00","","23","21","0"
